feature,display,seed,input_dimensions,auroc,accuracy,real_f1,hall_f1,hall_aupr,best_epoch
i_only,I only,43,32,0.8758774719547548,0.8280356007628735,0.8922525393347939,0.5743509047993706,0.6365980995752399,100
i_only,I only,44,32,0.8775124679294817,0.8324856961220598,0.8947052947052947,0.5905205905205905,0.6420211671162523,95
i_only,I only,45,32,0.8797418500514808,0.836935791481246,0.8968429519404786,0.6110689916603488,0.6503114865002972,100
r_only,R only,43,32,0.8749934166091282,0.8340750158931977,0.8973249409913454,0.5678807947019867,0.6440778419066878,94
r_only,R only,44,32,0.8738685972544801,0.8235855054036872,0.8914531586152944,0.5292620865139949,0.6432253587054378,81
r_only,R only,45,32,0.8744618258824782,0.828353464717101,0.8919567827130852,0.5826893353941267,0.6502459903919746,99
i_r_only,I + R,43,64,0.8833301598013233,0.8328035600762873,0.894122383252818,0.6027190332326284,0.6489643737154033,95
i_r_only,I + R,44,64,0.8799290787940733,0.8286713286713286,0.8901569186875892,0.6108303249097473,0.642207816293453,99
i_r_only,I + R,45,64,0.8817449371553847,0.8305785123966942,0.8926052790650816,0.5989465763732129,0.6555699590788553,97
old_risk_ev,Original risk + EV,43,64,0.8871250867416005,0.8378893833439288,0.893705710712797,0.6586345381526104,0.6486088553420569,98
old_risk_ev,Original risk + EV,44,64,0.8901519996434841,0.8382072472981564,0.8956325610006152,0.6402826855123674,0.6632186045146182,99
old_risk_ev,Original risk + EV,45,64,0.8871467902279908,0.8334392879847425,0.8921810699588477,0.6340782122905028,0.6566971717112842,99
old_risk_ev_i,Original risk + EV + I,43,96,0.8925813432200912,0.8420216147488875,0.897841726618705,0.6517168885774351,0.6766865391283715,96
old_risk_ev_i,Original risk + EV + I,44,96,0.8867170611974653,0.8413858868404323,0.8976830018453967,0.6473498233215548,0.6625426318994566,99
old_risk_ev_i,Original risk + EV + I,45,96,0.8915453634697336,0.8391608391608392,0.8971544715447154,0.6311953352769679,0.6664873710172113,99
old_risk_ev_r,Original risk + EV + R,43,96,0.8941214226143384,0.8417037507946599,0.8982011447260834,0.6442857142857142,0.6730950083329815,96
old_risk_ev_r,Original risk + EV + R,44,96,0.8941133199794193,0.8432930705657978,0.8997763773124619,0.6409322651128915,0.6631003303642504,100
old_risk_ev_r,Original risk + EV + R,45,96,0.8934668454648105,0.8372536554354736,0.8950389503895039,0.637906647807638,0.6626494045763139,98
old_risk_ev_i_r,Original risk + EV + I + R,43,128,0.892980976749489,0.8391608391608392,0.8960558751027116,0.6446629213483146,0.6592159949198195,100
old_risk_ev_i_r,Original risk + EV + I + R,44,128,0.8937568040429833,0.8413858868404323,0.8983499694438786,0.6391901663051338,0.6720649946973811,99
old_risk_ev_i_r,Original risk + EV + I + R,45,128,0.8898412057183768,0.8356643356643356,0.8950253807106598,0.6217995610826628,0.6512232233698384,100
jffn_risk_ev,P_JFFN risk + EV,43,64,0.8815747818220858,0.8328035600762873,0.892080426754206,0.6290550070521862,0.6675246585606637,96
jffn_risk_ev,P_JFFN risk + EV,44,64,0.8714288360044056,0.8264462809917356,0.8896969696969697,0.5931445603576752,0.6497233219603673,96
jffn_risk_ev,P_JFFN risk + EV,45,64,0.8771481387379451,0.8318499682136046,0.8925888324873097,0.6130212143379663,0.66108431792209,100
jffn_risk_ev_i,P_JFFN risk + EV + I,43,96,0.8886669024147588,0.8423394787031151,0.8991869918699187,0.6384839650145773,0.6813644483277709,96
jffn_risk_ev_i,P_JFFN risk + EV + I,44,96,0.8868316556056055,0.8401144310235219,0.8966933661942904,0.6465214335910049,0.6806725877090241,99
jffn_risk_ev_i,P_JFFN risk + EV + I,45,96,0.8871499734059946,0.8397965670692944,0.8986731001206273,0.6176024279210925,0.6760593575671465,92
jffn_risk_ev_r,P_JFFN risk + EV + R,43,96,0.887655230569158,0.8293070565797839,0.8887507768800498,0.6334470989761092,0.663153508408813,97
jffn_risk_ev_r,P_JFFN risk + EV + R,44,96,0.8880991392107918,0.8378893833439288,0.8965097402597403,0.626099706744868,0.6663781727771403,100
jffn_risk_ev_r,P_JFFN risk + EV + R,45,96,0.8887519800814082,0.8347107438016529,0.8931799506984388,0.6348314606741573,0.672397938498699,98
jffn_risk_ev_i_r,P_JFFN risk + EV + I + R,43,128,0.8895825001606058,0.8356643356643356,0.8937307297019528,0.6377014716187807,0.6631338690319442,100
jffn_risk_ev_i_r,P_JFFN risk + EV + I + R,44,128,0.8808119766204259,0.8328035600762873,0.892958892958893,0.6182873730043541,0.6640718068977505,95
jffn_risk_ev_i_r,P_JFFN risk + EV + I + R,45,128,0.8874399319841675,0.8391608391608392,0.8966925275622704,0.6370157819225251,0.6572138662118444,96
